lat1,long1,lat2,long2
36.2710434,-88.40064744,43.47502706,-93.77087886
36.03152127,-87.26298981,48.38805276,-95.64691943
36.66328156,-88.23247283,28.99212586,-99.61996463
36.61973032,-86.5051842,30.89651521,-95.22321423
35.03264875,-86.71741561,37.1392672,-106.5509531
35.92985367,-87.50029452,32.21214963,-101.68618
37.29632889,-87.73847422,45.17798478,-101.0297174
35.77336925,-86.58213753,42.40754577,-100.3757147
37.09235395,-86.39218738,46.14294904,-103.2510049
37.33825205,-87.62123008,43.18793638,-98.24197015
36.9913986,-87.40958095,40.13237928,-109.7256057
36.55162774,-85.12301338,37.41169228,-88.84527892
37.03694077,-86.94337677,39.5645456,-87.51538001
35.53384045,-87.80167474,42.41028084,-90.56586657
34.85191921,-86.46312109,33.10007042,-94.76107842
36.14002826,-87.30295834,39.66760795,-97.48321639
35.8038347,-85.95083025,40.67830832,-97.32103396
36.45101292,-88.46361988,46.17837467,-103.4388571
36.2375738,-86.53047237,32.68103657,-93.7029869
35.49105526,-86.59669599,34.25872047,-100.6572417
36.21424655,-86.64163752,42.849475,-92.24495749
36.76613745,-85.57503914,33.94762155,-89.28493264
36.52470742,-86.09290873,35.54128081,-104.3199173
36.95468775,-86.72120741,31.04704333,-90.73985564
36.29915661,-88.44504204,42.36278776,-100.7023232
36.59168756,-88.16791403,30.9342296,-94.08022192
36.33926389,-88.09039972,36.94272488,-111.0435458
35.76883048,-86.71214506,40.48127623,-99.16728733
36.17586038,-86.38713931,33.90850481,-106.4908691
34.86881477,-87.1359252,29.47590528,-101.0029254
37.58545425,-86.60106932,34.57966753,-98.03099976
35.97104424,-85.65027366,39.43568421,-101.443863
36.91985467,-85.45852033,42.03510723,-101.7942881
36.52096637,-88.0878157,30.42065216,-100.0115189
36.90488508,-87.58226851,40.82721835,-96.82047822
37.24627283,-86.00852041,41.58875261,-100.7561761
36.42118188,-86.45183196,43.01088353,-89.93722103
35.16308608,-86.92935269,40.64461114,-110.6403559
35.77543048,-86.97839719,41.09445606,-89.88718687
35.99322457,-88.25156079,40.84942776,-102.6878669
37.55220803,-86.58736553,46.38178952,-106.3239169
35.1388822,-85.72770605,33.60368163,-107.7511724
36.14478581,-85.3957369,45.48704149,-91.00191403
36.47237776,-88.26302928,45.58963867,-96.73736201
35.3809758,-87.09257468,31.48409872,-90.4682719
36.48252845,-88.12654527,42.8361736,-109.2855125
37.469153,-86.57474304,44.32809351,-89.03298018
35.21429997,-86.60509417,43.77185033,-89.92869682
36.43617087,-88.18398629,46.33318462,-98.62792159
36.83399548,-85.61129485,37.36928329,-96.00136386
36.42089416,-86.03264544,29.06912093,-101.8126523
35.89862416,-86.80522012,44.13927224,-105.2624863
35.75482697,-88.45357398,47.81979629,-98.63581026
36.16771092,-87.18515945,38.06111957,-107.0892339
36.23205414,-85.5083132,35.62591113,-103.3721421
36.92432076,-87.39935473,32.33257786,-91.97391911
35.69066565,-85.38332403,43.19802638,-103.0645409
36.58997578,-86.85684557,35.10560237,-105.9075341
37.52725537,-86.10128275,37.82933406,-105.3197206
37.06849623,-85.72788914,43.102707,-92.33132366
36.75432019,-86.41872881,36.14989007,-92.79600882
36.89640882,-85.22976026,37.87540985,-108.8329703
37.31320337,-86.65700929,43.24867791,-95.57785403
36.75110484,-88.38509384,35.56577016,-90.8204781
35.25576316,-87.33747596,37.69226716,-86.0703764
35.85397014,-87.41657684,48.22029252,-98.3577414
35.4678927,-87.31171075,30.21811522,-97.25584485
37.40172899,-86.15651921,36.08627441,-110.4263402
35.96036705,-87.64874404,42.31839394,-97.23805628
36.10325446,-85.5235058,45.09628667,-97.65950209
35.29854954,-86.71441755,33.86097642,-96.76174464
36.50469863,-87.82298217,30.70047505,-105.4578156
37.24957335,-86.17861659,34.30117298,-91.21240238
35.83746555,-87.6473635,44.67379454,-108.683751
36.35746289,-85.54615914,31.42548763,-99.3156186
36.67279806,-86.91172546,30.98311069,-103.916112
36.92920785,-86.97776984,42.90277669,-105.1582446
36.1929742,-86.82831934,33.17778101,-107.8166371
36.88942817,-88.26893895,41.37332514,-100.5154395
35.45407476,-87.3904218,46.41791957,-99.94290353
35.94689004,-85.07452892,42.70130442,-86.40562218
34.92831837,-87.53492819,28.88074164,-101.0427299
36.36402931,-85.39662322,46.0375867,-106.1938046
36.58053318,-86.48680721,38.63623939,-96.70996146
36.96194662,-88.03421149,40.38278608,-110.5083284
35.25047526,-86.45735256,34.58810213,-100.0609894
35.93763243,-85.25661091,42.02377349,-87.99727484
35.08318052,-85.68804454,32.79419126,-101.3491102
36.2079808,-88.52381974,45.23449671,-105.8612365
35.50374007,-85.32782565,47.59565704,-101.2750676
37.62719897,-86.85480256,37.15129229,-92.37022668
36.25562445,-88.05727241,42.61713666,-103.7283889
35.18727013,-87.9697547,41.84361636,-92.83198959
35.79755951,-86.64961433,29.10174944,-96.69475116
36.67075981,-86.51095886,32.49779458,-93.81190649
37.49460278,-86.3280681,36.64020887,-97.39587765
35.95435636,-87.63392159,45.63110742,-91.96308394
35.86045518,-85.95491921,33.1561174,-88.96738885
35.5581504,-88.01651657,29.53921537,-103.5276183
35.22997426,-86.68575742,35.65514104,-99.76878247
36.13286278,-88.39798686,46.39056176,-98.18716782
36.8156458,-86.94661938,33.1449754,-95.86530025
35.45168632,-88.1184628,32.43400326,-98.9420162
36.61811069,-87.9526679,42.47770918,-94.03861559
36.83733517,-86.65831326,30.97076348,-106.6695445
36.84684685,-87.51033521,37.21490181,-106.7457696
37.39585292,-87.51281565,39.86461037,-104.8947365
35.18456642,-86.48044344,41.01693327,-96.27125339
35.20000609,-87.26555894,45.6896119,-106.3755277
35.18039819,-86.21654328,34.25381918,-93.49057427
35.72527658,-86.13721133,33.27739284,-97.4113961
37.20563974,-86.72504115,32.2572146,-105.9025587
36.97147014,-87.60644412,32.32659163,-89.76016221
35.06377943,-87.56898899,33.58464836,-90.60718916
36.5483664,-87.35967116,37.40116714,-105.782856
36.01760232,-87.90577003,39.8289773,-110.1304035
36.90903896,-85.8806335,33.51674781,-104.4451727
36.57114787,-85.09610292,30.65869591,-97.88224532
36.71894893,-86.07768322,36.60286116,-94.35500269
36.87675238,-87.87904064,47.72840784,-98.35517043
35.89027022,-85.63416526,41.1757731,-90.59430952
36.07959237,-87.34229222,40.18275763,-94.69988603
36.26969828,-86.18196659,29.45289663,-100.0379877
35.74506583,-88.27349144,32.89010845,-95.15975976
36.40753549,-85.72323087,29.6986718,-96.18528346
35.66634609,-87.24052777,46.69259733,-91.6187769
37.33719171,-87.56682294,41.25943903,-87.96429512
36.48419383,-85.65998865,36.96763074,-92.16099529
37.23206263,-87.19028742,31.34477343,-101.5508437
37.44084676,-87.21693812,37.64852086,-91.21920263
37.26110119,-86.62768448,31.07237987,-94.07317362
36.51191527,-85.02522471,44.9533933,-104.294131
37.15665697,-88.0320075,40.59828248,-94.21788997
35.24050854,-86.12628435,33.30597895,-102.919382
35.06014241,-87.82053958,44.55714238,-87.91045653
35.29946464,-87.33266048,38.43674736,-88.24441424
36.69642968,-88.0618636,47.17450307,-98.39581645
36.02552229,-87.82198232,44.82352563,-105.6252059
36.21100979,-88.48922952,39.68032631,-89.49380286
37.33779881,-87.56177199,42.03918433,-107.7057525
36.06546183,-85.97255857,35.82579488,-101.7847096
35.88084106,-85.17696769,35.14483594,-100.5475569
35.75828453,-85.98683276,31.43192944,-102.9190437
35.16200307,-87.93632189,41.82114009,-101.9338482
34.78215057,-86.77426608,45.89573703,-106.0271014
36.79965803,-87.49403995,38.13127379,-98.21297114
36.94745618,-86.25409442,35.86664765,-91.90834211
37.25757343,-86.1233154,33.88278304,-106.7988558
37.39691388,-86.38316458,31.11174236,-100.1847448
36.86748335,-85.94612252,45.47461492,-106.0671966
36.40507448,-85.90020566,30.38608393,-92.26890379
35.49866488,-85.37091422,39.59780996,-86.82110445
35.50051127,-88.18536657,31.86567211,-107.8628382
34.88782967,-87.16423337,40.89936598,-97.94990937
36.94417786,-85.94569294,38.13523358,-92.04601827
36.61430524,-88.14194756,37.95718617,-95.69358573
36.30100776,-86.25665296,38.82560934,-90.47981007
37.36234254,-87.71920488,34.97565839,-109.2872454
36.02270616,-87.91114564,37.57161157,-108.1575869
37.08299812,-87.55631589,35.18154231,-107.7791563
35.94358252,-85.98446537,34.20118059,-100.1057127
36.99599082,-87.99037008,46.14299066,-95.81498169
35.25942909,-86.78454322,31.8140473,-96.98392344
36.87387079,-86.38417722,31.44846162,-97.67881556
37.18299465,-86.100207,45.5973937,-93.50145477
35.97235427,-87.19671568,37.39881276,-95.04900115
35.59842206,-86.69976423,42.91342632,-96.29071207
35.19499402,-85.86644121,34.00980334,-103.7960915
36.49818526,-87.5041599,42.61456292,-99.65881528
36.43765437,-86.33646369,35.52094369,-95.87849064
36.8584085,-85.59433199,43.96232938,-99.25407505
35.91619754,-86.44572552,36.7387316,-94.4192497
37.3148949,-86.99010042,34.85114344,-98.26858265
35.73899435,-85.46872162,33.68078917,-100.876043
36.37314033,-87.0443017,38.46170575,-106.5649307
36.845471,-86.34821813,44.88346589,-105.2590042
36.71616533,-85.24953452,32.49057988,-88.54799774
37.21734122,-86.04619645,32.33854665,-99.85152988
36.90383093,-88.25109855,32.49032779,-97.4836745
37.26872112,-86.15310705,35.03043753,-101.6662183
37.17837692,-87.41659292,33.13978422,-95.37768516
37.61631681,-86.8163693,44.77193168,-90.53440246
36.2840275,-85.09174143,34.26881658,-100.1186149
37.07820138,-86.14571906,31.6769288,-100.6238262
36.69785446,-88.1268706,43.71069298,-101.372305
37.59185799,-86.44539951,39.66215715,-102.6030739
36.0401508,-87.41885082,32.91646777,-88.65157409
35.12243858,-85.8367244,35.03119786,-105.1192256
35.88341832,-87.73208567,39.37597265,-92.06347537
35.20001956,-86.80425021,35.55821295,-103.5652347
35.22520101,-87.24890024,29.73570152,-97.36197819
36.32041012,-86.29339047,28.68895407,-100.0733276
36.85089548,-87.55578166,46.6214654,-105.9743694
35.534631,-86.84695268,37.55309799,-96.9499305
36.58400052,-86.85684571,36.8499584,-99.63291026
36.86902285,-86.81919021,44.89101398,-90.19601848
35.90396985,-86.91758802,32.68101556,-108.0421954
35.52292159,-85.72510406,37.84249765,-88.57433168
36.25937283,-85.89271847,35.37166865,-93.01512108
36.19088522,-87.80091537,32.8729217,-94.17407492
37.03782673,-85.75207214,34.00621338,-98.93467139
36.20367733,-87.17065593,47.44515539,-98.5981509
37.48644148,-87.58729475,30.20179958,-98.83926303
35.08354592,-86.75720279,38.93790731,-102.9402243
36.07565035,-85.57981471,45.74749058,-89.93345619
35.4380152,-87.45502365,31.37731894,-101.1003102
36.31585176,-85.87874989,37.51483628,-99.61950736
37.47139887,-87.06381342,31.5890537,-92.60040137
34.98797751,-87.36408129,32.47888037,-97.21477559
36.21251858,-85.63836153,43.43655221,-109.436305
36.30629858,-85.66114507,41.46532886,-107.449495
36.67833118,-88.14083507,40.66147154,-90.76133776
36.58017387,-86.0410181,45.51275282,-94.42376619
34.96773138,-86.75069699,37.9245556,-94.63073671
36.02595917,-88.0002503,41.36367923,-90.38157943
37.27160337,-85.90817678,34.73375341,-105.0189849
35.54040793,-87.20428128,29.42489052,-95.95738403
35.52503448,-87.14397457,33.23749173,-99.53949611
35.02157855,-87.69291516,39.67566007,-92.21714289
36.67942285,-85.99011972,37.83022879,-105.0735068
36.03534533,-88.27925945,33.93513238,-103.5527084
36.7743306,-85.69193078,47.86727723,-94.04553194
36.34754087,-85.64409967,37.67240794,-95.13363106
35.37530177,-88.21034331,40.10175117,-108.4632082
36.14806144,-85.2979131,38.62061072,-110.5035306
36.15706102,-87.97414902,33.8971117,-103.8572543
36.97166033,-86.36905868,46.24292214,-99.89267873
36.46027441,-87.73401417,41.71271133,-105.3606239
37.23105269,-85.79678822,41.79100928,-106.4859669
35.20604946,-85.52306557,37.73354225,-110.7666275
35.88607611,-87.7393535,31.63289837,-94.36000927
36.7584028,-85.2074392,30.91937589,-93.39889532
36.67673057,-85.99006274,46.59767486,-91.53460758
37.0053248,-85.48619467,33.35500246,-97.51569605
36.27937721,-85.68734777,40.49766972,-103.2793448
36.12655819,-86.89150204,39.53401053,-104.7795752
35.59856321,-87.31991971,34.41217966,-94.10130918
36.61603753,-87.5539114,40.12358366,-94.5976517
36.14263245,-87.64292527,47.38492489,-95.57830065
36.36868447,-85.22578696,40.13800859,-88.75938733
36.45914903,-85.78349348,38.68787115,-93.49776942
35.33289826,-87.43541136,41.83880356,-93.16598818
36.05247675,-86.35372727,45.35898377,-91.68581732
35.6094894,-86.47400536,39.00989562,-100.4578714
36.99971627,-88.19660824,35.43976677,-97.99315999
36.74677812,-86.6870623,43.10705866,-109.4546737
36.12898286,-85.22222661,46.99765985,-105.1647731
36.58491229,-85.18284513,36.00657161,-90.90862456
36.01490858,-85.476109,35.57278528,-104.6558913
35.8702793,-87.85585275,38.84942524,-109.0000028
37.10697869,-86.52077557,35.33097408,-88.72702764
34.79610799,-86.39723952,43.48570165,-109.0327684
36.53636524,-85.61564738,44.87806231,-89.96081903
37.14150305,-86.09167563,37.47094161,-92.49344053
36.5778947,-86.48309058,41.95366597,-105.1692261
36.92694618,-85.47103694,40.91358525,-92.41582464
37.42898837,-86.89998903,31.20950732,-90.69825146
36.13207567,-87.39195552,40.75631148,-89.8464114
34.99590814,-86.67406469,38.44122727,-91.98348298
35.28050471,-86.05757384,29.14247275,-95.46474538
36.59972799,-86.16413228,33.74684308,-92.41940053
36.93126387,-87.85256053,33.90807185,-97.58405357
35.45845924,-87.43518494,41.16027964,-107.5978997
36.26805545,-86.48835868,42.9404594,-104.4610064
35.3537282,-87.9995071,39.25680362,-92.48695222
35.1274683,-86.62946601,42.84498265,-107.4623405
37.52717852,-87.41399001,41.53247815,-91.38604076
36.41588388,-87.01605148,45.81587183,-102.62572
35.39291628,-87.03576776,32.13825677,-101.7440107
37.03607429,-87.78311537,34.75186809,-91.21224754
36.73565966,-88.08420404,36.92402184,-108.9530138
36.47098941,-88.20667825,37.28318014,-110.5875766
36.17676785,-85.34432256,34.93684075,-95.99949697
36.65213545,-86.22898772,34.75929619,-95.8832033
35.83321536,-86.97931747,41.14567502,-102.8364206
35.52642927,-87.81842986,38.90753316,-93.63237439
36.98686846,-87.74751998,38.69583204,-102.9576448
36.56578456,-87.45700596,30.6685001,-103.0942814
36.96354805,-85.41002188,35.74793254,-93.51693241
35.16943733,-86.19084851,39.4345427,-101.726015
36.76287601,-85.22949309,29.56895178,-102.872133
34.99602321,-85.87096116,40.86500147,-104.9119172
35.58552737,-85.26519389,38.80513153,-97.34586747
35.45069479,-85.27271343,36.34776375,-107.931425
36.17294819,-86.34960798,43.84717055,-97.28377384
36.68187625,-85.44561872,41.47966993,-93.23359148
36.8835965,-86.84811822,41.88075948,-89.06984404
35.81907096,-85.97682456,40.43523563,-98.46439797
35.50658032,-85.26717423,37.09647785,-101.8721541
36.91663234,-85.91673714,42.1028504,-100.0769478
36.49588246,-87.53449688,42.29436634,-87.88323065
35.35153766,-87.79340969,32.59947742,-90.96780788
36.79617523,-85.80295309,40.43908329,-93.44528792
35.50455857,-85.72725586,42.14546664,-98.63923249
35.62063243,-88.07936279,46.25059334,-106.1733844
36.63643329,-86.06868214,33.47712296,-93.34251838
36.34208902,-86.8947658,42.49692428,-101.9700702
36.14591309,-85.94281122,34.57588037,-97.78195483
36.50610762,-85.98461155,36.37606064,-94.12249252
36.01630981,-87.10783445,38.6624943,-109.6924582
36.87903223,-86.39604695,43.35153513,-105.7291885
35.62741611,-86.80098236,40.87073509,-104.4488493
35.95676031,-87.01563975,38.81843559,-93.09114846
36.77031085,-87.12068922,34.30484211,-100.9901284
36.89080827,-85.34703622,31.98584945,-101.0051533
35.45164668,-87.78516591,42.79907036,-88.27143153
36.71543126,-85.57931359,32.0403883,-96.51508175
37.56533854,-87.23394896,36.21565042,-95.56518609
37.13728116,-86.92483676,36.21631138,-102.7015089
36.79324518,-87.25464842,44.58975901,-102.1061107
36.45990621,-85.67973822,37.51252369,-100.4616195
36.90578997,-88.14007829,31.07379327,-96.37885474
36.35156175,-86.35592528,44.4422882,-103.7829492
34.96508129,-86.44114854,42.08558087,-107.3517202
36.23689082,-85.38308889,37.1550201,-106.9738928
36.18252764,-86.32354051,43.35011452,-105.0704724
35.62371193,-88.30658867,43.72378772,-105.7695525
36.3773945,-87.78534537,38.3888895,-108.6711824
36.20585203,-87.55390287,37.74387181,-85.74325644
36.35507555,-86.24297823,42.15558589,-98.72867108
35.5018608,-85.61096552,36.91950334,-91.01543189
36.2250104,-86.52433993,36.97807181,-105.9189987
35.44283743,-87.68643604,39.03423471,-97.98868226
37.30168351,-86.55611112,47.56770307,-94.17426085
36.68818925,-87.7342226,36.1306907,-87.54194298
37.22774924,-87.1831539,42.82806522,-98.44805504
35.95626658,-85.19638856,35.44865698,-98.47052702
35.52557528,-86.34417448,44.30545236,-98.07853735
37.10492944,-85.84077075,33.57292585,-101.8185843
35.17337897,-86.21696151,29.25413226,-95.12499347
36.98221879,-86.50318266,46.89317193,-101.4804823
35.39533732,-87.01211738,31.83231309,-94.4595596
36.77398496,-85.67288825,44.43353077,-102.3241785
36.33539845,-85.39099858,40.73604512,-94.66593029
36.75844093,-85.46008818,44.81880242,-108.5299061
36.47623321,-87.51322446,35.600239,-109.3595556
37.44708044,-86.9862643,29.79632469,-92.76044307
37.17962875,-86.35959964,36.41810163,-86.78582219
36.49706573,-88.2510846,30.91646538,-102.3352429
35.44292448,-88.23217867,44.98438753,-104.8752371
35.28496446,-85.81856396,36.23285647,-96.94836348
34.99876599,-85.82727195,46.62282192,-99.77448331
35.9613701,-87.93319929,40.86109073,-95.65314855
36.34109192,-86.94575843,42.64759979,-90.84271857
35.83445358,-86.52079558,39.22057018,-102.3719916
36.1006128,-88.13230758,36.83253725,-102.0208793
35.8598897,-86.89147616,32.81247241,-98.34244353
35.4787536,-87.57628735,47.88136877,-97.35218108
36.23067044,-88.16442162,41.54000369,-103.7685987
35.20387836,-87.44055812,37.18353192,-99.28596738
35.26938291,-87.60740739,34.49220208,-88.65949048
37.1021712,-86.94297048,31.58678732,-96.80225626
35.74340294,-85.62860914,29.66885715,-93.92401624
36.47775345,-85.61343998,33.0632799,-101.3344191
36.79040696,-86.61059609,32.52479881,-98.59979486
35.61752045,-87.82662029,37.37421615,-94.59115378
35.68833181,-85.74688662,34.32721776,-104.4376962
37.07025286,-86.00558739,43.78202925,-89.69722505
36.74538432,-86.79641901,29.12718731,-101.5520854
35.5040584,-85.42573393,32.44252384,-95.49002933
36.3138569,-87.16566985,38.80012271,-108.8177616
37.42306461,-86.27716335,34.04552189,-101.5468829
37.13045292,-88.03774134,41.88675006,-96.50021379
35.54775785,-87.47508905,44.25246295,-92.4921628
37.43801394,-85.98519428,37.19107732,-100.4244081
36.3669517,-86.02022691,40.76430473,-106.0698159
36.529285,-86.93804225,45.94835306,-98.35926774
35.9913396,-85.93713413,38.31386806,-110.0864149
36.86362038,-85.95923194,30.12239777,-101.4268383
36.89370948,-86.56597077,44.13588393,-104.3707784
35.26122118,-86.11754239,36.93389575,-93.0844861
35.38250128,-87.69809656,39.60744505,-97.63689095
36.86525422,-86.14310592,32.66817264,-106.0906035
36.02286946,-85.9986824,33.36614564,-101.992536
36.71122736,-86.475152,29.81622618,-100.6638562
36.55107194,-85.2828862,36.82509006,-99.91170047
37.25883609,-87.83516672,43.98753743,-98.0212402
36.71014635,-86.90797454,41.538958,-87.456192
34.92377505,-87.29317746,38.71209261,-93.85257959
35.10351735,-87.48944083,30.36715239,-91.64978728
37.08603929,-87.3867521,31.25983341,-104.1862891
35.76471987,-85.74291862,29.84539936,-100.2543705
37.06890692,-85.57712971,33.14255498,-103.9690904
35.64060399,-88.2112921,38.35466327,-105.3776374
35.44124411,-86.77895133,45.79054201,-96.83387833
35.87470295,-85.63929088,40.68260181,-97.99799863
35.46696556,-87.33799978,38.24097562,-93.68947766
36.3762972,-88.06548651,41.45834497,-106.5705361
36.6806173,-85.39343165,39.4049827,-89.05936027
36.92158489,-88.09315894,37.10180914,-94.53789447
35.51068858,-86.68417819,32.12901766,-90.31967324
36.41381522,-87.83353149,46.56858403,-93.15284847
36.56425125,-85.61962179,47.22238733,-91.86353001
37.41504246,-87.11228028,46.32243972,-101.5606643
36.20084309,-86.80601813,43.67795428,-87.61662031
36.97300342,-87.6373779,34.3560936,-100.9036819
36.94789277,-87.79447528,43.14963931,-92.38877501
35.3440756,-85.80666336,35.6434384,-92.2931036
35.93847551,-85.85952437,39.35132971,-98.10533136
37.55085728,-87.17472992,33.45472716,-103.8946445
35.637816,-85.76144185,33.844083,-103.8552245
36.22158007,-88.47883934,44.09591853,-104.0537074
35.35118803,-87.90527728,34.37555529,-99.33517638
34.86389402,-87.38571228,29.6700856,-100.6145558
36.77016247,-87.01266585,38.67218983,-90.23074916
37.2048883,-87.0191339,42.51256346,-104.8021952
35.61080734,-87.5250065,32.01022557,-102.0851581
35.43251811,-85.79967066,40.56777159,-102.1556689
35.94204236,-86.23830533,39.29485537,-100.690431
36.45727664,-87.32100684,42.46112105,-86.27286603
35.74137793,-86.49009661,42.0755688,-90.95956934
37.09738871,-86.04675171,37.06443605,-95.60304499
35.39425699,-85.98769487,41.42546041,-111.1205551
36.48239687,-85.81634702,47.0484638,-99.72655358
36.25964426,-85.93572832,44.7701446,-104.1712478
35.76391677,-85.66956008,37.55959128,-111.2025194
35.46309014,-85.73229464,38.88787452,-91.92722211
35.68876401,-85.38535484,36.9474741,-96.08538431
36.11022479,-87.15297046,39.10814873,-96.54488117
35.20074285,-86.41113879,45.80529838,-102.7908868
35.13785193,-85.94361027,32.97194074,-90.6047205
34.9937263,-85.93484595,30.03968124,-105.0074806
37.50415396,-87.12416947,44.28768896,-89.37932771
35.94262125,-85.72640613,47.08618502,-95.12834117
36.34501429,-88.48539252,40.7273334,-97.85021302
35.35509806,-86.68572675,32.89777165,-88.38522845
35.93108971,-86.3082516,45.88414095,-100.4094266
36.36666075,-87.09767206,39.52970513,-94.5955314
36.24661332,-88.40869024,41.17539819,-111.1177426
35.4285748,-88.11473289,34.44363247,-97.81836736
36.38298516,-86.76970121,34.19108173,-106.1688344
36.86974892,-87.82824293,35.31011228,-110.2677174
37.56673602,-87.1629863,35.38733448,-91.38896731
35.43201006,-86.69365204,35.99869396,-97.58479494
36.87281562,-85.93053868,36.53896524,-102.0738644
35.19011281,-87.51322234,47.853456,-94.19385719
37.33362744,-86.94932563,37.68446273,-89.7999352
36.73356852,-85.16847412,31.85999217,-91.9988525
35.47845906,-85.39723454,32.85945435,-90.18223976
35.50376423,-87.21566816,31.05660126,-98.78255537
35.41989742,-87.85015979,32.2567962,-98.08836663
36.37161161,-85.58940936,43.2793166,-96.20495178
36.46910238,-87.06800551,46.58666174,-101.5836692
37.14591799,-87.13658101,36.53794588,-90.28405091
35.23005194,-85.54413064,30.08183444,-92.54968667
36.0171205,-87.60262439,42.85264959,-96.43581112
34.9897968,-86.90725188,39.53998957,-98.97176912
35.75807483,-87.30255548,33.9289354,-94.26585737
37.51726812,-86.2333307,32.06775232,-104.2599962
36.46461712,-85.37360383,39.29060227,-109.4109102
36.95071183,-86.56654095,39.75679046,-95.01790867
36.05274487,-86.99158726,43.35315455,-86.98732673
36.65567401,-85.38129116,29.04074269,-97.0225071
37.5508779,-87.17658274,39.46697464,-93.31450081
36.51458895,-87.53246822,43.69064294,-103.0753647
35.60476342,-87.11630248,29.61481836,-99.68289799
35.53461707,-85.91457486,35.52698191,-103.9790662
36.783889,-85.64258882,39.26632436,-94.42832048
35.17367785,-87.41150577,37.68507721,-98.1631264
36.41409526,-87.8950496,31.31615139,-91.75109337
35.90562638,-88.06725054,39.66509005,-85.82440187
36.84872114,-88.19401461,35.74940087,-102.0036469
37.52899179,-87.07548181,47.0309428,-100.3815663
36.74574446,-86.4456935,39.41074478,-94.74206808
36.86347073,-87.02539604,41.159677,-101.372174
37.56065082,-86.55532486,31.77013416,-101.6184753
36.53203431,-85.3707098,38.90494,-102.2899437
37.05384505,-86.94658397,43.92063672,-105.2493832
36.60135827,-86.07771769,34.59682692,-92.32754084
36.46694222,-87.93753144,31.73709151,-96.68562927
37.08059998,-87.75420179,32.01666406,-106.9268244
34.89850786,-86.82491048,46.21636513,-100.3830082
36.49712572,-86.76406321,40.85355348,-106.5119209
35.74571037,-87.05380208,41.59475411,-106.2736341
36.64981209,-87.76649486,32.03420868,-89.24215899
34.86649483,-86.85171677,42.25167493,-97.58794679
36.15143028,-85.21995244,39.1452751,-93.3082649
36.86429674,-88.17206762,32.49893764,-94.37142004
36.85272872,-86.87389654,45.76248458,-100.3815678
36.27631312,-87.37949509,36.57492646,-94.09596192
37.07076294,-86.95642898,36.60559448,-97.8456035
36.66556727,-88.3408456,45.77746364,-90.78570229
36.87834602,-88.00280648,44.04789164,-108.3297339
